"id","name","id_person","id_org","id_stage","title","value","add_time","update_time","stage_change_time","deleted","status","next_activity_date","next_activity_time","id_next_activity","id_last_activity","last_activity_date","lost_reason","id_pipeline","won_time","first_won_time","lost_time","notes_count","activities_count","done_activities_count","undone_activities_count","participants_count","id_label","id_lead_origin","next_activity_subject","next_activity_type","rotten_time","owner_name","id_segmentation","id_last_professional","start_of_service","due_date","average_time_to_won_total_seconds","average_stage_progress","age_total_seconds","stay_in_pipeline_stages_first_meeting","stay_in_pipeline_stages_whoqol","stay_in_pipeline_stages_healthcare_journey","stay_in_pipeline_stages_welcome","stay_in_pipeline_stages_lead","stay_in_pipeline_stages_prospect","stay_in_pipeline_stages_qualified_lead","stay_in_pipeline_stages_qualification_scheduled","stay_in_pipeline_stages_sdr_ae","stay_in_pipeline_stages_proposal_scheduled","stay_in_pipeline_stages_proposal_done","stay_in_pipeline_stages_onboarding_scheduled","stay_in_pipeline_stages_return_received","update_date"
3180,"Pré-Vendas B2B",2953,1713,"29","Ben Fatto","0.00","2022-06-30 16:46:57","2022-07-13 00:00:54",NULL,"false","lost",NULL,NULL,NULL,"9178","2022-07-12","Empresa possui outros prestadores de serviço de saúde complementares ao plano","7",NULL,NULL,"2022-07-12 23:59:11",0,3,3,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","385",NULL,NULL,NULL,0,0,1062734,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:06:07.407"
1861,"Pré-Vendas B2B",2550,1529,"31","Negócio TRUE WORK","0.00","2022-03-28 13:33:14","2022-05-13 19:08:38","2022-03-31 18:35:44","false","lost",NULL,NULL,NULL,"5683","2022-03-31","Empresa está satisfeita com o plano de saúde atual","7",NULL,"2022-03-31 18:51:11","2022-03-31 18:51:18",1,2,2,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","308",NULL,NULL,NULL,0,0,278284,NULL,NULL,NULL,NULL,"0",NULL,"932","25671",NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:06:16.042"
635,"Pré-Vendas B2B",1441,1169,"30","PSA Planejamento, Sistemas e Apoio Empresarial","0.00","2021-08-31 13:21:13","2021-11-03 17:00:58","2021-09-14 16:56:57","false","lost",NULL,NULL,NULL,"2170","2021-09-22","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2021-09-22 14:30:38",5,6,6,0,1,NULL,NULL,NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,1904965,NULL,NULL,NULL,NULL,"682421",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:03.876"
890,"Pré-Vendas B2B",1765,1255,"31","Profarma","0.00","2021-11-04 10:47:45","2022-03-07 13:48:43","2022-03-02 16:14:24","false","lost",NULL,NULL,NULL,"2949","2022-03-02","Empresa não está no momento de cotação de novos benefícios","7",NULL,NULL,"2021-11-29 14:35:12",1,5,5,0,1,NULL,"11",NULL,NULL,NULL,"Giordano Souza","245",NULL,NULL,NULL,0,0,2173647,NULL,NULL,NULL,NULL,"2173647",NULL,"0","0",NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:04.316"
1902,"Pré-Vendas B2B",2585,1546,"29","Árvore","0.00","2022-04-05 13:38:13","2022-05-13 19:06:50",NULL,"false","lost",NULL,NULL,NULL,"6482","2022-04-20","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-04-20 11:21:34",0,1,1,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","327",NULL,NULL,NULL,0,0,1287801,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:05.126"
889,"Pré-Vendas B2B",1762,1254,"31","Hygia Bank","0.00","2021-11-03 14:31:04","2022-02-12 13:40:12","2021-11-19 12:23:52","false","lost",NULL,NULL,NULL,"2821","2021-11-18","Aguardar iniciativa deles puxarem a parceria","7",NULL,NULL,"2021-11-29 11:42:01",1,3,3,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","244",NULL,NULL,NULL,0,0,2236257,NULL,NULL,NULL,NULL,"1298512",NULL,"861489",NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:05.969"
1209,"Pré-Vendas B2B",2052,1348,"45","Pré-Venda | Weme","0.00","2022-01-07 19:42:52","2022-02-01 20:05:23","2022-01-20 12:18:50","false","won",NULL,NULL,NULL,"3608","2022-01-20",NULL,"7","2022-01-20 14:42:50","2022-01-20 14:42:50",NULL,1,4,4,0,1,NULL,"65",NULL,NULL,NULL,"Giordano Souza","245",NULL,NULL,NULL,0,0,1105198,NULL,NULL,NULL,NULL,"0",NULL,"0",NULL,"8640","228889",NULL,NULL,NULL,"2022-11-08 00:07:06.416"
1845,"Pré-Vendas B2B",2535,1517,"29","Negócio ROIT BANK","0.00","2022-03-24 10:35:29","2022-05-13 19:11:22",NULL,"false","lost",NULL,NULL,NULL,"5574","2022-03-31","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-03-31 14:21:39",0,6,6,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","308",NULL,NULL,NULL,0,0,618370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:08.365"
595,"Pré-Vendas B2B",1375,1107,"30","Veriza","0.00","2021-08-26 12:12:20","2021-09-30 11:07:23","2021-08-30 14:57:07","false","lost",NULL,NULL,NULL,NULL,NULL,"Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2021-09-30 11:07:23",4,0,0,0,1,NULL,NULL,NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,3020103,NULL,NULL,NULL,NULL,"2664616",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:11.547"
1094,"Pré-Vendas B2B",1937,1304,"45","Pré-Venda | IDGeo - Inteligência Agrícola","0.00","2021-12-09 19:12:50","2022-02-17 14:03:36","2022-02-17 14:03:18","false","won",NULL,NULL,NULL,"4210","2022-02-17",NULL,"7","2022-02-17 14:03:36","2022-02-17 14:03:36",NULL,2,5,5,0,2,NULL,"9",NULL,NULL,NULL,"Giordano Souza","240",NULL,NULL,NULL,0,0,6029446,NULL,NULL,NULL,NULL,"0",NULL,"0","242378","18","6388",NULL,NULL,NULL,"2022-11-08 00:07:23.261"
1528,"Pré-Vendas B2B",2316,1451,"29","Helioprint","0.00","2022-02-17 10:21:25","2022-03-09 12:02:45",NULL,"false","lost",NULL,NULL,NULL,"4357","2022-03-08","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-03-08 20:09:40",1,4,4,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","281",NULL,NULL,NULL,0,0,1676895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:25.891"
1486,"Pré-Vendas B2B",2285,1438,"29","Grupo Santa Casa BH","0.00","2022-02-14 12:37:36","2022-03-17 14:10:47",NULL,"false","lost",NULL,NULL,NULL,"4318","2022-02-23","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-03-08 20:24:47",0,5,5,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","253",NULL,NULL,NULL,0,0,1928831,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:28.745"
1485,"Pré-Vendas B2B",2283,1437,"29","Innoscience","0.00","2022-02-14 11:42:35","2022-02-17 18:26:37",NULL,"false","lost",NULL,NULL,NULL,"4155","2022-02-14","Lead para parcerias","7",NULL,NULL,"2022-02-17 18:26:36",2,1,1,0,1,NULL,"65",NULL,NULL,NULL,"Giordano Souza","245",NULL,NULL,NULL,0,0,283441,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:30.375"
2084,"Pré-Vendas B2B",2801,1622,"45","Lead Homepage Marcelo","0.00","2022-05-12 19:36:34","2023-04-14 22:23:26","2022-05-13 10:04:43","false","won",NULL,NULL,NULL,NULL,NULL,NULL,"7","2022-05-13 10:15:42","2022-05-13 10:15:42",NULL,0,0,0,0,1,NULL,"65",NULL,NULL,NULL,"Giordano Souza","245",NULL,NULL,NULL,0,0,52748,NULL,NULL,NULL,NULL,"0",NULL,"0","0","659","0",NULL,NULL,NULL,"2023-04-15 05:00:50.078"
2223,"Pré-Vendas B2B",2883,1676,"31","Server Softwares","0.00","2022-06-08 18:51:19","2022-07-18 13:14:30","2022-06-13 11:06:09","false","lost",NULL,NULL,NULL,"9226","2022-07-18","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-06-27 17:46:50",1,6,6,0,1,NULL,"301",NULL,NULL,NULL,"Giordano Souza","368",NULL,NULL,NULL,0,0,1637731,NULL,NULL,NULL,NULL,"79237",NULL,"1233640","324854",NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:48.35"
2109,"Pré-Vendas B2B",2756,1204,"45","Pré-Venda | Arquivei","0.00","2022-05-19 13:33:50","2022-05-24 22:39:44","2022-05-24 22:38:31","false","won",NULL,NULL,NULL,"7728","2022-05-24",NULL,"7","2022-05-24 22:38:34","2022-05-24 22:38:34",NULL,1,3,3,0,1,NULL,"65",NULL,NULL,NULL,"Giordano Souza","245",NULL,NULL,NULL,0,0,464684,NULL,NULL,NULL,NULL,"83883",NULL,"0","252299","3","127745",NULL,NULL,NULL,"2022-11-08 00:05:50.341"
2098,"Pré-Vendas B2B",2745,1629,"45","Pré-Venda | Neogrid","0.00","2022-05-17 10:06:54","2022-06-02 23:57:07","2022-06-02 14:53:27","false","won",NULL,NULL,NULL,"7563","2022-06-01",NULL,"7","2022-06-02 14:53:28","2022-06-02 14:53:28",NULL,1,4,4,0,2,NULL,"26",NULL,NULL,NULL,"Giordano Souza","245",NULL,NULL,NULL,0,0,1399594,NULL,NULL,NULL,NULL,"0",NULL,"0","15349","1","1384243",NULL,NULL,NULL,"2022-11-08 00:05:51.878"
1665,"Pré-Vendas B2B",2188,1472,"30","Netpoint","0.00","2022-03-07 14:27:47","2022-05-13 19:09:57",NULL,"false","lost",NULL,NULL,NULL,"5312","2022-03-24","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-03-24 15:31:35",0,7,7,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","240",NULL,NULL,NULL,0,0,1472628,NULL,NULL,NULL,NULL,"1472628",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:52.669"
2092,"Pré-Vendas B2B",2738,1626,"31","Porto Tech","0.00","2022-05-16 18:27:19","2022-06-27 20:31:55","2022-06-07 21:09:31","false","lost",NULL,NULL,NULL,"8565","2022-06-27","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-06-27 20:31:55",1,7,7,0,2,NULL,"301",NULL,NULL,NULL,"Giordano Souza","331",NULL,NULL,NULL,0,0,3636276,NULL,NULL,NULL,NULL,"1875199",NULL,"1725745","35131",NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:57.55"
2006,"Pré-Vendas B2B",2644,1570,"31","Meta Tecnologia","0.00","2022-04-25 12:27:53","2022-06-27 17:47:49","2022-05-13 18:02:37","false","lost",NULL,NULL,NULL,"8628","2022-06-23","Fechamos parceria com a comunidade, mas não conseguimos atrair novos associados após ações de onboarding","7",NULL,NULL,"2022-06-27 17:47:49",1,17,17,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","308",NULL,NULL,NULL,0,0,5462396,NULL,NULL,NULL,NULL,"1484545",NULL,"3703187","90738",NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:06:05.212"
1298,"Pré-Vendas B2B",1982,1324,"30","Meu TUDO","0.00","2022-01-19 18:02:45","2022-05-13 19:10:49",NULL,"false","lost",NULL,NULL,NULL,"5850","2022-04-06","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-02-04 18:10:14",0,7,7,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","240",NULL,NULL,NULL,0,0,1382849,NULL,NULL,NULL,NULL,"1382849",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:06:06.252"
1961,"Pré-Vendas B2B",2604,1554,"45","Pré-Vendas | DeServ","0.00","2022-04-12 13:56:10","2022-08-15 22:32:05","2022-05-06 21:23:31","false","won",NULL,NULL,NULL,"7024","2022-05-06",NULL,"7","2022-05-06 21:23:34","2022-05-06 21:23:34",NULL,2,6,6,0,2,NULL,"9",NULL,NULL,NULL,"Giordano Souza","331",NULL,NULL,NULL,0,0,2100444,NULL,NULL,NULL,NULL,"88197",NULL,"0","692298","3","101488",NULL,NULL,NULL,"2022-11-08 00:06:07.051"
1280,"Pré-Vendas B2B",2123,1362,"30","SUTHUB","0.00","2022-01-18 12:09:35","2022-05-13 19:10:29",NULL,"false","lost",NULL,NULL,NULL,"4874","2022-03-15","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-03-15 20:45:23",1,5,5,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","240",NULL,NULL,NULL,0,0,4869348,NULL,NULL,NULL,NULL,"4869348",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:06:07.797"
1858,"Pré-Vendas B2B",2542,1523,"45","Pré-Venda | LB2","0.00","2022-03-28 11:18:10","2022-05-13 19:11:00","2022-03-31 11:54:26","false","won",NULL,NULL,NULL,"5764","2022-04-04",NULL,"7","2022-04-04 18:17:59","2022-04-04 18:17:59",NULL,2,6,6,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","308",NULL,NULL,NULL,0,0,629989,NULL,NULL,NULL,NULL,"0",NULL,"561","6189","368613","254626",NULL,NULL,NULL,"2022-11-08 00:06:13.297"
1846,"Pré-Vendas B2B",2536,1518,"45","Pré-Venda | Combate à Fraude","0.00","2022-03-24 11:04:40","2022-07-06 00:10:20","2022-05-02 11:46:56","false","won",NULL,NULL,NULL,"6539","2022-05-02",NULL,"7","2022-05-02 18:11:05","2022-05-02 18:11:05",NULL,2,4,4,0,2,NULL,"9",NULL,NULL,NULL,"Giordano Souza","296",NULL,NULL,NULL,0,0,3395185,NULL,NULL,NULL,NULL,"1738247",NULL,"103665","945810","23049","584414",NULL,NULL,NULL,"2022-11-08 00:06:14.934"
1196,"Pré-Vendas B2B",2036,1340,"30","Negócio 4 Solution Group","0.00","2022-01-05 17:15:28","2022-02-10 12:00:09",NULL,"false","lost",NULL,NULL,NULL,"4038","2022-02-09","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-02-09 17:20:43",1,3,3,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","240",NULL,NULL,NULL,0,0,3024315,NULL,NULL,NULL,NULL,"3024315",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:06:15.667"
634,"Pré-Vendas B2B",1440,1168,"30","ilegra","0.00","2021-08-31 13:17:41","2021-11-03 17:00:25","2021-09-14 16:56:57","false","lost",NULL,NULL,NULL,"2294","2021-09-24","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2021-09-30 11:04:35",5,7,7,0,1,NULL,NULL,NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,2584014,NULL,NULL,NULL,NULL,"1361258",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:05.554"
599,"Pré-Vendas B2B",1378,1104,"30","Memed","0.00","2021-08-26 12:12:20","2021-09-30 11:05:20","2021-08-30 14:56:57","false","lost",NULL,NULL,NULL,NULL,NULL,"Não é prioridade da empresa oferecer benefício de saúde","7",NULL,NULL,"2021-09-30 11:05:20",2,0,0,0,1,NULL,NULL,NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,3019980,NULL,NULL,NULL,NULL,"2664503",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:07.157"
597,"Pré-Vendas B2B",1379,1110,"30","Brisa Robótica","0.00","2021-08-26 12:12:20","2021-09-30 11:06:53","2021-08-30 14:57:01","false","lost",NULL,NULL,NULL,NULL,NULL,"Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2021-09-30 11:06:53",3,0,0,0,1,NULL,NULL,NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,3020073,NULL,NULL,NULL,NULL,"2664591",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:08.662"
1172,"Pré-Vendas B2B",2010,1329,"45","Pré-Venda | Quasar Flash","0.00","2021-12-27 13:45:45","2022-01-17 15:02:50","2022-01-17 11:42:48","false","won",NULL,NULL,NULL,"3587","2022-01-17",NULL,"7","2022-01-17 15:01:29","2022-01-17 15:01:29",NULL,1,5,5,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","240",NULL,NULL,NULL,0,0,1818944,NULL,NULL,NULL,NULL,"1559982",NULL,"0",NULL,"11921","247040",NULL,NULL,NULL,"2022-11-08 00:07:10.877"
1732,"Pré-Vendas B2B",2481,1492,"29","Agenda Edu","0.00","2022-03-14 19:21:41","2022-11-01 17:19:27",NULL,"false","lost",NULL,NULL,NULL,"4892","2022-03-11","Empresa não está no momento de cotação de novos benefícios","7",NULL,NULL,"2022-03-16 19:36:09",0,1,1,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","240",NULL,NULL,NULL,0,0,173668,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:12.644"
768,"Pré-Vendas B2B",1518,1213,"31","LogComex","0.00","2021-09-24 10:47:20","2021-11-03 16:58:40","2021-10-05 11:56:32","false","lost",NULL,NULL,NULL,"2289","2021-09-30","Não é prioridade da empresa oferecer benefício de saúde","7",NULL,NULL,"2021-10-05 11:58:20",5,1,1,0,1,NULL,NULL,NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,954660,NULL,NULL,NULL,NULL,"954553",NULL,"107",NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:14.811"
764,"Pré-Vendas B2B",1505,1208,"31","Negócio Sthima","0.00","2021-09-22 14:00:43","2022-01-01 04:33:00","2021-09-28 13:57:15","false","lost",NULL,NULL,NULL,"2512","2021-10-14","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2021-10-14 13:18:53",1,7,7,0,1,NULL,NULL,NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,1898290,NULL,NULL,NULL,NULL,"518191",NULL,"1380098",NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:16.337"
1105,"Pré-Vendas B2B",1951,1314,"45","Pré-Venda | Intelitrader Tecnologia","0.00","2021-12-10 15:09:29","2022-02-03 19:29:58","2022-01-18 11:59:01","false","won",NULL,NULL,NULL,"3948","2022-02-03",NULL,"7","2022-02-03 19:29:25","2022-02-03 19:29:25",NULL,3,9,9,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","240",NULL,NULL,NULL,0,0,4767596,NULL,NULL,NULL,NULL,"2863350",NULL,"0",NULL,"1409424","494822",NULL,NULL,NULL,"2022-11-08 00:07:16.767"
1594,"Pré-Vendas B2B",2381,1470,"29","Negócio Central 24 Horas","0.00","2022-03-03 14:50:27","2022-03-16 20:25:33",NULL,"false","lost",NULL,NULL,NULL,"4617","2022-03-08","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-03-16 20:25:33",1,2,2,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","295",NULL,NULL,NULL,0,0,1143306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:18.643"
644,"Pré-Vendas B2B",1449,1176,"31","Rupee","0.00","2021-09-03 13:24:50","2022-04-21 14:51:55","2021-09-14 17:03:07","false","lost",NULL,NULL,NULL,"1975","2021-09-08","Não é prioridade da empresa oferecer benefício de saúde","7",NULL,NULL,"2021-09-09 13:42:31",5,1,1,0,1,NULL,"11",NULL,NULL,NULL,"Giordano Souza",NULL,NULL,NULL,NULL,0,0,519461,NULL,NULL,NULL,NULL,"0",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:19.844"
1544,"Pré-Vendas B2B",2341,1462,"29","Tnah","0.00","2022-02-21 11:12:16","2022-05-03 18:09:03",NULL,"false","lost",NULL,NULL,NULL,NULL,NULL,"Empresa não está no momento de cotação de novos benefícios","7",NULL,NULL,"2022-03-22 16:31:39",0,0,0,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","281",NULL,NULL,NULL,0,0,2524763,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:20.528"
546,"Pré-Vendas B2B",1325,1026,"31","Negócio DuoTalk Bot","0.00","2021-08-24 13:21:52","2022-02-12 13:27:16","2021-09-14 17:03:07","false","lost",NULL,NULL,NULL,"1817","2021-12-06","Empresa não está no momento de cotação de novos benefícios","7",NULL,NULL,"2021-10-06 18:22:15",4,2,2,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","241",NULL,NULL,NULL,0,0,3733223,NULL,NULL,NULL,NULL,"0",NULL,"1905548",NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:07:21.309"
3634,"Pré-Vendas B2B",3316,1842,"50","M8","0.00","2022-09-20 15:00:20","2022-10-25 17:35:02","2022-09-23 10:03:13","false","lost",NULL,NULL,NULL,"12632","2022-10-21","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-10-25 17:35:02",0,11,11,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","400",NULL,NULL,NULL,0,0,3033282,NULL,NULL,NULL,NULL,"241372",NULL,NULL,"2791909",NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:04:35.808"
3606,"Pré-Vendas B2B",3299,1840,"50","Negócio SNEWS","0.00","2022-09-15 14:22:44","2022-10-14 12:43:58","2022-09-20 11:19:05","false","lost",NULL,NULL,NULL,"11678","2022-09-20","Não é prioridade da empresa oferecer benefício de saúde","7",NULL,NULL,"2022-09-20 20:11:58",0,5,5,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","401",NULL,NULL,NULL,0,0,452954,NULL,NULL,NULL,NULL,"420981",NULL,NULL,"31973",NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:04:38.253"
3660,"Pré-Vendas B2B",3346,1857,"45","Pré-Venda | Hubsell","0.00","2022-09-27 19:31:20","2022-10-14 14:55:28","2022-10-14 14:55:14","false","won",NULL,NULL,NULL,"12343","2022-10-13",NULL,"7","2022-10-14 14:55:16","2022-10-14 14:55:16",NULL,1,5,5,0,1,NULL,"301",NULL,NULL,NULL,"Giordano Souza","398",NULL,NULL,NULL,0,0,1452236,NULL,NULL,NULL,NULL,"1093662",NULL,"0","115523","2","243049",NULL,NULL,NULL,"2022-11-08 00:04:40.333"
3653,"Pré-Vendas B2B",3340,1853,"45","Pré-Venda | Aterra","0.00","2022-09-26 13:30:31","2022-10-15 12:21:57","2022-10-15 12:21:38","false","won",NULL,NULL,NULL,"12089","2022-10-14",NULL,"7","2022-10-15 12:21:40","2022-10-15 12:21:40",NULL,1,3,3,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","404",NULL,NULL,NULL,0,0,1637469,NULL,NULL,NULL,NULL,"0",NULL,"0","428359","3","1209108",NULL,NULL,NULL,"2022-11-08 00:04:42.73"
2119,"Pré-Vendas B2B",2766,1641,"45","Pré-Venda | WTM","0.00","2022-05-23 18:03:55","2022-06-02 23:57:57","2022-06-02 22:32:29","false","won",NULL,NULL,NULL,"7867","2022-06-01",NULL,"7","2022-06-02 23:53:13","2022-06-02 23:53:13",NULL,1,3,3,0,1,NULL,"301",NULL,NULL,NULL,"Giordano Souza","366",NULL,NULL,NULL,0,0,884958,NULL,NULL,NULL,NULL,"147321",NULL,"0","5255","4844","727538",NULL,NULL,NULL,"2022-11-08 00:05:48.754"
1707,"Pré-Vendas B2B",2472,1487,"30","I3C","0.00","2022-03-10 16:47:22","2022-05-13 19:10:16",NULL,"false","lost",NULL,NULL,NULL,"5146","2022-03-21","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-04-28 18:13:34",0,7,7,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","281",NULL,NULL,NULL,0,0,4238772,NULL,NULL,NULL,NULL,"4238774",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:49.542"
2192,"Pré-Vendas B2B",2848,1663,"31","Negócio Audaz","0.00","2022-06-02 18:56:32","2022-11-01 17:04:54","2022-06-13 10:58:48","false","lost",NULL,NULL,NULL,"8178","2022-06-09","Empresa não está no momento de cotação de novos benefícios","7",NULL,NULL,"2022-06-13 11:05:46",2,3,3,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","369",NULL,NULL,NULL,0,0,922154,NULL,NULL,NULL,NULL,"350209",NULL,"418","571527",NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:53.032"
3247,"Pré-Vendas B2B",3038,1748,"29","Baluarte Cultura","0.00","2022-07-23 15:45:34","2022-08-11 14:49:11",NULL,"false","lost",NULL,NULL,NULL,"9689","2022-08-03","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-08-03 19:13:22",0,4,4,0,1,NULL,"301",NULL,NULL,NULL,"Giordano Souza","385",NULL,NULL,NULL,0,0,962868,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:53.778"
2180,"Pré-Vendas B2B",2836,1659,"31","Grupo Anga","0.00","2022-06-01 16:49:34","2022-06-07 21:23:09","2022-06-06 21:40:27","false","won",NULL,NULL,NULL,"8320","2022-06-07",NULL,"7","2022-06-07 21:09:29","2022-06-07 21:09:29",NULL,2,2,2,0,2,NULL,"65",NULL,NULL,NULL,"Giordano Souza","245",NULL,NULL,NULL,0,0,533995,NULL,NULL,NULL,NULL,"0",NULL,"84542","284234","0","0",NULL,NULL,NULL,"2022-11-08 00:05:54.526"
2104,"Pré-Vendas B2B",2752,1632,"31","Bettega","0.00","2022-05-18 16:49:12","2022-06-03 14:06:34","2022-05-26 18:27:33","false","lost",NULL,NULL,NULL,"7909","2022-05-31","Não acredita que os colaboradores irão engajar com o nosso produto","7",NULL,NULL,"2022-06-03 14:06:34",1,7,7,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","366",NULL,NULL,NULL,0,0,1372642,NULL,NULL,NULL,NULL,"0",NULL,"675540","537887",NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:56.013"
3241,"Pré-Vendas B2B",3030,1743,"29","Ewally","0.00","2022-07-21 12:23:11","2022-10-14 12:44:06",NULL,"false","lost",NULL,NULL,NULL,"11572","2022-09-15","Lead não retornou os contatos após 3 ou mais tentativas","7",NULL,NULL,"2022-09-15 20:33:03",0,9,9,0,1,NULL,"9",NULL,NULL,NULL,"Giordano Souza","386",NULL,NULL,NULL,0,0,4867792,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-11-08 00:05:56.787"
